time,open,high,low,close,bid,ask,signal,action,position,P/L,Total profit,Executed price
2017-09-19 00:00:00+00:00,0.79583,0.80199,0.79555,0.80083,0.79555,0.79616,0,hold,0.0,0,0.0026599999999999736,
2017-09-20 00:00:00+00:00,0.80076,0.81029,0.79858,0.80304,0.80084,0.80126,1,buy,1.0,0,0.0026599999999999736,0.80126
2017-09-21 00:00:00+00:00,0.80307,0.80364,0.79169,0.7934,0.80308,0.80308,-1,close long,0.0,0.0016200000000000437,0.004280000000000017,0.80308
2017-09-22 00:00:00+00:00,0.79266,0.79863,0.79081,0.79615,0.79266,0.79394,0,hold,0.0,0,0.004280000000000017,
2017-09-25 00:00:00+00:00,0.79515,0.79738,0.79262,0.79365,0.79515,0.79535,0,hold,0.0,0,0.004280000000000017,
2017-09-26 00:00:00+00:00,0.79347,0.79487,0.78592,0.78879,0.79347,0.79377,0,hold,0.0,0,0.004280000000000017,
2017-09-27 00:00:00+00:00,0.78838,0.78886,0.78362,0.78481,0.78838,0.78901,0,hold,0.0,0,0.004280000000000017,
2017-09-28 00:00:00+00:00,0.78477,0.78601,0.77995,0.78576,0.78477,0.78506,0,hold,0.0,0,0.004280000000000017,
2017-09-29 00:00:00+00:00,0.78538,0.78569,0.78166,0.7835,0.78535,0.78587,0,hold,0.0,0,0.004280000000000017,
2017-10-02 00:00:00+00:00,0.78338,0.78476,0.77952,0.78261,0.78338,0.78352,0,hold,0.0,0,0.004280000000000017,
2017-10-03 00:00:00+00:00,0.78247,0.78385,0.77854,0.78352,0.78247,0.7827,0,hold,0.0,0,0.004280000000000017,
2017-10-04 00:00:00+00:00,0.78346,0.7875,0.78299,0.78619,0.78346,0.78356,0,hold,0.0,0,0.004280000000000017,
2017-10-05 00:00:00+00:00,0.78615,0.78652,0.77864,0.77942,0.78615,0.78686,0,hold,0.0,0,0.004280000000000017,
2017-10-06 00:00:00+00:00,0.77946,0.77983,0.7733,0.77742,0.77932,0.77943,0,hold,0.0,0,0.004280000000000017,
2017-10-09 00:00:00+00:00,0.77699,0.77824,0.77475,0.77536,0.77699,0.77711,0,hold,0.0,0,0.004280000000000017,
2017-10-10 00:00:00+00:00,0.77522,0.77969,0.77498,0.77765,0.77522,0.7754,0,hold,0.0,0,0.004280000000000017,
2017-10-11 00:00:00+00:00,0.77767,0.78092,0.77708,0.77875,0.77767,0.77783,1,buy,1.0,0,0.004280000000000017,0.77783
2017-10-12 00:00:00+00:00,0.77876,0.78358,0.77834,0.78204,0.77876,0.779,0,hold,1.0,0.0009299999999999864,0.004280000000000017,
2017-10-13 00:00:00+00:00,0.7818,0.78975,0.78147,0.78882,0.78183,0.78204,0,close long,0.0,0.0038000000000000035,0.008080000000000021,0.78183
2017-10-16 00:00:00+00:00,0.78827,0.78898,0.7843,0.78514,0.78827,0.78906,0,hold,0.0,0,0.008080000000000021,
2017-10-17 00:00:00+00:00,0.78501,0.78609,0.78182,0.78453,0.78501,0.78513,0,hold,0.0,0,0.008080000000000021,
2017-10-18 00:00:00+00:00,0.78441,0.7858,0.7819,0.78463,0.78443,0.78468,0,hold,0.0,0,0.008080000000000021,
2017-10-19 00:00:00+00:00,0.78462,0.78839,0.78409,0.78794,0.78462,0.78471,0,hold,0.0,0,0.008080000000000021,
2017-10-20 00:00:00+00:00,0.78772,0.78819,0.78083,0.78137,0.78772,0.78797,0,hold,0.0,0,0.008080000000000021,
2017-10-23 00:00:00+00:00,0.78194,0.78347,0.77961,0.78052,0.78193,0.78206,0,hold,0.0,0,0.008080000000000021,
2017-10-24 00:00:00+00:00,0.78057,0.78246,0.77703,0.7776,0.78057,0.78074,-1,short,-1.0,0,0.008080000000000021,0.78057
2017-10-25 00:00:00+00:00,0.77758,0.77839,0.76902,0.7703,0.77758,0.77765,0,close short,0.0,0.0027200000000000336,0.010800000000000054,0.77765
2017-10-26 00:00:00+00:00,0.77026,0.77199,0.76555,0.76627,0.77027,0.7704,0,hold,0.0,0,0.010800000000000054,
2017-10-27 00:00:00+00:00,0.76565,0.76786,0.76248,0.76758,0.7657,0.76613,0,hold,0.0,0,0.010800000000000054,
2017-10-30 00:00:00+00:00,0.76753,0.76912,0.76556,0.76877,0.76753,0.76782,0,hold,0.0,0,0.010800000000000054,
2017-10-31 00:00:00+00:00,0.76875,0.76988,0.76397,0.76557,0.76876,0.7689,0,hold,0.0,0,0.010800000000000054,
2017-11-01 00:00:00+00:00,0.76557,0.76957,0.76483,0.76754,0.76559,0.76572,0,hold,0.0,0,0.010800000000000054,
2017-11-02 00:00:00+00:00,0.76748,0.77298,0.76727,0.77133,0.76749,0.76761,0,hold,0.0,0,0.010800000000000054,
2017-11-03 00:00:00+00:00,0.77127,0.77162,0.76391,0.76504,0.77124,0.77132,0,hold,0.0,0,0.010800000000000054,
2017-11-06 00:00:00+00:00,0.76495,0.76922,0.76383,0.76914,0.76495,0.76526,0,hold,0.0,0,0.010800000000000054,
2017-11-07 00:00:00+00:00,0.76909,0.77006,0.76273,0.76443,0.76909,0.7692,0,hold,0.0,0,0.010800000000000054,
2017-11-08 00:00:00+00:00,0.76423,0.76849,0.76358,0.76773,0.76423,0.76474,0,hold,0.0,0,0.010800000000000054,
2017-11-09 00:00:00+00:00,0.76745,0.7694,0.76496,0.76796,0.76745,0.76807,0,hold,0.0,0,0.010800000000000054,
2017-11-10 00:00:00+00:00,0.76769,0.7695,0.7654,0.7658,0.76769,0.76795,0,hold,0.0,0,0.010800000000000054,
2017-11-13 00:00:00+00:00,0.76519,0.76657,0.76167,0.76235,0.76519,0.76579,0,hold,0.0,0,0.010800000000000054,
2017-11-14 00:00:00+00:00,0.76226,0.76498,0.7609,0.76325,0.76226,0.76241,0,hold,0.0,0,0.010800000000000054,
2017-11-15 00:00:00+00:00,0.76281,0.76325,0.75733,0.75884,0.76281,0.76342,0,hold,0.0,0,0.010800000000000054,
2017-11-16 00:00:00+00:00,0.75879,0.76097,0.75681,0.75877,0.75879,0.75894,0,hold,0.0,0,0.010800000000000054,
2017-11-17 00:00:00+00:00,0.75874,0.7608,0.7536,0.75643,0.75874,0.75881,0,hold,0.0,0,0.010800000000000054,
2017-11-20 00:00:00+00:00,0.75635,0.75736,0.75439,0.75498,0.75635,0.75693,0,hold,0.0,0,0.010800000000000054,
2017-11-21 00:00:00+00:00,0.75494,0.75902,0.75321,0.75777,0.75494,0.75505,0,hold,0.0,0,0.010800000000000054,
2017-11-22 00:00:00+00:00,0.75767,0.76235,0.75553,0.76201,0.75767,0.75782,1,buy,1.0,0,0.010800000000000054,0.75782
2017-11-23 00:00:00+00:00,0.76149,0.76385,0.76038,0.76241,0.76149,0.76202,0,close long,0.0,0.003469999999999951,0.014270000000000005,0.76149
2017-11-24 00:00:00+00:00,0.76252,0.7632,0.76067,0.76104,0.76252,0.76271,0,hold,0.0,0,0.014270000000000005,
2017-11-27 00:00:00+00:00,0.76135,0.76447,0.7593,0.7602,0.76135,0.76166,0,hold,0.0,0,0.014270000000000005,
2017-11-28 00:00:00+00:00,0.76021,0.762,0.7588,0.75954,0.76021,0.76024,0,hold,0.0,0,0.014270000000000005,
2017-11-29 00:00:00+00:00,0.75938,0.76077,0.75519,0.75711,0.75938,0.75967,-1,short,-1.0,0,0.014270000000000005,0.75938
2017-11-30 00:00:00+00:00,0.75632,0.75945,0.75565,0.75651,0.75632,0.75735,0,close short,0.0,0.0018300000000000872,0.016100000000000093,0.75735
2017-12-01 00:00:00+00:00,0.75642,0.76392,0.75514,0.76108,0.75642,0.75698,0,hold,0.0,0,0.016100000000000093,
2017-12-04 00:00:00+00:00,0.75901,0.76139,0.75793,0.75984,0.75901,0.76009,0,hold,0.0,0,0.016100000000000093,
2017-12-05 00:00:00+00:00,0.75964,0.76537,0.75957,0.76073,0.75964,0.75992,1,buy,1.0,0,0.016100000000000093,0.75992
2017-12-06 00:00:00+00:00,0.76072,0.76331,0.75585,0.75636,0.76072,0.76079,0,hold,1.0,0.0007999999999999119,0.016100000000000093,
2017-12-07 00:00:00+00:00,0.75616,0.75695,0.75052,0.75127,0.75616,0.75632,-1,close long,0.0,-0.003959999999999985,0.012140000000000109,0.75616
2017-12-08 00:00:00+00:00,0.75093,0.75336,0.75013,0.75091,0.75093,0.75118,0,hold,0.0,0,0.012140000000000109,
2017-12-11 00:00:00+00:00,0.75032,0.75454,0.75032,0.75262,0.75032,0.75162,0,hold,0.0,0,0.012140000000000109,
2017-12-12 00:00:00+00:00,0.75256,0.75801,0.75193,0.7558,0.75256,0.75277,0,hold,0.0,0,0.012140000000000109,
2017-12-13 00:00:00+00:00,0.75553,0.76396,0.75524,0.76374,0.75553,0.75603,1,buy,1.0,0,0.012140000000000109,0.75603
2017-12-14 00:00:00+00:00,0.76365,0.76797,0.76271,0.76639,0.76365,0.76373,0,close long,0.0,0.0074200000000000715,0.01956000000000018,0.76365
2017-12-15 00:00:00+00:00,0.7665,0.76946,0.76378,0.76405,0.7665,0.76673,0,hold,0.0,0,0.01956000000000018,
2017-12-18 00:00:00+00:00,0.76434,0.76777,0.76408,0.7666,0.76434,0.76468,0,hold,0.0,0,0.01956000000000018,
2017-12-19 00:00:00+00:00,0.76591,0.76839,0.7646,0.76619,0.76591,0.7663,0,hold,0.0,0,0.01956000000000018,
2017-12-20 00:00:00+00:00,0.76618,0.76797,0.76512,0.76658,0.76618,0.76635,0,hold,0.0,0,0.01956000000000018,
2017-12-21 00:00:00+00:00,0.76652,0.77073,0.76535,0.77017,0.76652,0.76677,0,hold,0.0,0,0.01956000000000018,
2017-12-22 00:00:00+00:00,0.77002,0.77207,0.76996,0.77152,0.77002,0.77058,0,hold,0.0,0,0.01956000000000018,
2017-12-26 00:00:00+00:00,0.77095,0.77299,0.77095,0.77285,0.77095,0.77249,0,hold,0.0,0,0.01956000000000018,
2017-12-27 00:00:00+00:00,0.77274,0.77792,0.77236,0.77701,0.77274,0.77286,0,hold,0.0,0,0.01956000000000018,
2017-12-28 00:00:00+00:00,0.77671,0.78095,0.77644,0.77976,0.77671,0.77678,0,hold,0.0,0,0.01956000000000018,
2017-12-29 00:00:00+00:00,0.77918,0.78249,0.77882,0.78037,0.77918,0.77987,0,hold,0.0,0,0.01956000000000018,
2018-01-02 00:00:00+00:00,0.78041,0.78448,0.77938,0.78289,0.78041,0.78056,0,hold,0.0,0,0.01956000000000018,
2018-01-03 00:00:00+00:00,0.78261,0.78448,0.78053,0.78344,0.78261,0.78301,0,hold,0.0,0,0.01956000000000018,
2018-01-04 00:00:00+00:00,0.78341,0.78664,0.78144,0.7864,0.78341,0.7837,0,hold,0.0,0,0.01956000000000018,
2018-01-05 00:00:00+00:00,0.78615,0.78747,0.7835,0.78624,0.78615,0.78661,0,hold,0.0,0,0.01956000000000018,
2018-01-08 00:00:00+00:00,0.78579,0.78726,0.7827,0.78405,0.78579,0.78709,0,hold,0.0,0,0.01956000000000018,
2018-01-09 00:00:00+00:00,0.78398,0.78646,0.78074,0.78237,0.78398,0.78415,0,hold,0.0,0,0.01956000000000018,
2018-01-10 00:00:00+00:00,0.78235,0.78673,0.78082,0.78416,0.78235,0.78246,-1,short,-1.0,0,0.01956000000000018,0.78235
2018-01-11 00:00:00+00:00,0.78409,0.78945,0.78368,0.78916,0.78409,0.7844,1,close short,0.0,-0.0022499999999999964,0.017310000000000186,0.7844
2018-01-12 00:00:00+00:00,0.78911,0.79246,0.7848,0.79149,0.78911,0.78921,0,hold,0.0,0,0.017310000000000186,
2018-01-15 00:00:00+00:00,0.79011,0.79786,0.7901,0.79642,0.79011,0.79069,0,hold,0.0,0,0.017310000000000186,
2018-01-16 00:00:00+00:00,0.79635,0.79749,0.79369,0.79612,0.79635,0.79658,0,hold,0.0,0,0.017310000000000186,
2018-01-17 00:00:00+00:00,0.79568,0.80227,0.79402,0.79702,0.79568,0.79638,0,hold,0.0,0,0.017310000000000186,
2018-01-18 00:00:00+00:00,0.79685,0.80071,0.79416,0.79985,0.79685,0.79712,0,hold,0.0,0,0.017310000000000186,
2018-01-19 00:00:00+00:00,0.79988,0.80386,0.79825,0.79826,0.79988,0.80047,0,hold,0.0,0,0.017310000000000186,
2018-01-22 00:00:00+00:00,0.79981,0.80271,0.79788,0.80172,0.79981,0.80019,0,hold,0.0,0,0.017310000000000186,
2018-01-23 00:00:00+00:00,0.80153,0.80297,0.79564,0.79996,0.80153,0.80188,0,hold,0.0,0,0.017310000000000186,
2018-01-24 00:00:00+00:00,0.79973,0.8083,0.79934,0.80654,0.79973,0.80006,0,hold,0.0,0,0.017310000000000186,
2018-01-25 00:00:00+00:00,0.80614,0.81188,0.80114,0.80248,0.80614,0.80621,0,hold,0.0,0,0.017310000000000186,
2018-01-26 00:00:00+00:00,0.80197,0.81358,0.80049,0.81069,0.80197,0.80281,0,hold,0.0,0,0.017310000000000186,
2018-01-29 00:00:00+00:00,0.80996,0.81181,0.80741,0.80954,0.80996,0.81054,0,hold,0.0,0,0.017310000000000186,
2018-01-30 00:00:00+00:00,0.80921,0.81135,0.80424,0.8085,0.80921,0.8097,0,hold,0.0,0,0.017310000000000186,
2018-01-31 00:00:00+00:00,0.80831,0.8117,0.8035,0.80567,0.80831,0.80838,0,hold,0.0,0,0.017310000000000186,
2018-02-01 00:00:00+00:00,0.80555,0.80673,0.79875,0.80387,0.80555,0.8057,-1,short,-1.0,0,0.017310000000000186,0.80555
2018-02-02 00:00:00+00:00,0.80385,0.8044,0.79179,0.79206,0.80385,0.80403,0,hold,-1.0,0.0015199999999999658,0.017310000000000186,
2018-02-05 00:00:00+00:00,0.79113,0.79538,0.7875,0.78771,0.79113,0.79167,0,close short,0.0,0.013680000000000003,0.03099000000000019,0.79167
2018-02-06 00:00:00+00:00,0.78753,0.79101,0.78353,0.79061,0.78753,0.78799,0,hold,0.0,0,0.03099000000000019,
2018-02-07 00:00:00+00:00,0.79061,0.79089,0.78168,0.78215,0.79061,0.79078,0,hold,0.0,0,0.03099000000000019,
2018-02-08 00:00:00+00:00,0.78225,0.78434,0.77758,0.77812,0.78225,0.78241,0,hold,0.0,0,0.03099000000000019,
2018-02-09 00:00:00+00:00,0.77804,0.78305,0.7759,0.78084,0.77804,0.77814,0,hold,0.0,0,0.03099000000000019,
2018-02-12 00:00:00+00:00,0.78143,0.78637,0.78044,0.7862,0.78143,0.78168,0,hold,0.0,0,0.03099000000000019,
2018-02-13 00:00:00+00:00,0.78591,0.78767,0.78278,0.78589,0.78591,0.78635,0,hold,0.0,0,0.03099000000000019,
2018-02-14 00:00:00+00:00,0.78587,0.79343,0.77731,0.79251,0.78587,0.78597,1,buy,1.0,0,0.03099000000000019,0.78597
2018-02-15 00:00:00+00:00,0.79245,0.79664,0.78921,0.79454,0.79245,0.79265,0,close long,0.0,0.006280000000000042,0.037270000000000233,0.79245
2018-02-16 00:00:00+00:00,0.79452,0.79885,0.78925,0.79129,0.79452,0.79471,0,hold,0.0,0,0.037270000000000233,
2018-02-19 00:00:00+00:00,0.79055,0.79352,0.78981,0.79121,0.79055,0.79104,0,hold,0.0,0,0.037270000000000233,
2018-02-20 00:00:00+00:00,0.79115,0.79337,0.78739,0.78841,0.79115,0.79135,0,hold,0.0,0,0.037270000000000233,
2018-02-21 00:00:00+00:00,0.78827,0.79016,0.78028,0.78029,0.78827,0.78848,-1,short,-1.0,0,0.037270000000000233,0.78827
2018-02-22 00:00:00+00:00,0.78023,0.78598,0.77904,0.78455,0.78023,0.78034,0,close short,0.0,0.007729999999999993,0.04500000000000023,0.78034
2018-02-23 00:00:00+00:00,0.78458,0.78475,0.78042,0.7839,0.78458,0.78466,0,hold,0.0,0,0.04500000000000023,
2018-02-26 00:00:00+00:00,0.78353,0.78934,0.78258,0.78536,0.78353,0.78509,0,hold,0.0,0,0.04500000000000023,
2018-02-27 00:00:00+00:00,0.78524,0.78685,0.77834,0.77894,0.78524,0.78549,0,hold,0.0,0,0.04500000000000023,
2018-02-28 00:00:00+00:00,0.77884,0.78191,0.77603,0.77615,0.77884,0.77901,0,hold,0.0,0,0.04500000000000023,
2018-03-01 00:00:00+00:00,0.77608,0.77697,0.77123,0.77562,0.77608,0.77618,0,hold,0.0,0,0.04500000000000023,
2018-03-02 00:00:00+00:00,0.77537,0.77736,0.77375,0.77637,0.77537,0.77589,0,hold,0.0,0,0.04500000000000023,
2018-03-05 00:00:00+00:00,0.7758,0.77701,0.77257,0.77657,0.7758,0.77711,0,hold,0.0,0,0.04500000000000023,
2018-03-06 00:00:00+00:00,0.77639,0.78422,0.77565,0.78282,0.77639,0.77665,0,hold,0.0,0,0.04500000000000023,
2018-03-07 00:00:00+00:00,0.78282,0.783,0.77716,0.78247,0.78282,0.78299,0,hold,0.0,0,0.04500000000000023,
2018-03-08 00:00:00+00:00,0.78232,0.78386,0.77727,0.77859,0.78232,0.78283,0,hold,0.0,0,0.04500000000000023,
2018-03-09 00:00:00+00:00,0.77862,0.78538,0.77763,0.78456,0.77862,0.7792,1,buy,1.0,0,0.04500000000000023,0.7792
2018-03-12 00:00:00+00:00,0.78439,0.78797,0.78439,0.78724,0.78439,0.78562,0,close long,0.0,0.004990000000000028,0.049990000000000256,0.78439
2018-03-13 00:00:00+00:00,0.78723,0.78977,0.78458,0.78599,0.78723,0.78731,0,hold,0.0,0,0.049990000000000256,
2018-03-14 00:00:00+00:00,0.7859,0.79164,0.78512,0.78769,0.7859,0.78604,0,hold,0.0,0,0.049990000000000256,
2018-03-15 00:00:00+00:00,0.78762,0.78853,0.77944,0.77977,0.78762,0.78778,0,hold,0.0,0,0.049990000000000256,
2018-03-16 00:00:00+00:00,0.77978,0.78042,0.77099,0.77106,0.77978,0.77995,-1,short,-1.0,0,0.049990000000000256,0.77978
2018-03-19 00:00:00+00:00,0.7718,0.77259,0.76867,0.7718,0.7718,0.77191,0,close short,0.0,0.007670000000000044,0.0576600000000003,0.77191
2018-03-20 00:00:00+00:00,0.77169,0.77211,0.76785,0.76825,0.77169,0.77197,0,hold,0.0,0,0.0576600000000003,
2018-03-21 00:00:00+00:00,0.76823,0.77799,0.76723,0.77652,0.76823,0.76836,0,hold,0.0,0,0.0576600000000003,
2018-03-22 00:00:00+00:00,0.77646,0.77844,0.7687,0.76922,0.77646,0.77655,0,hold,0.0,0,0.0576600000000003,
2018-03-23 00:00:00+00:00,0.76918,0.7744,0.76871,0.76969,0.76918,0.76933,0,hold,0.0,0,0.0576600000000003,
2018-03-26 00:00:00+00:00,0.77041,0.77505,0.7695,0.77486,0.77041,0.77044,0,hold,0.0,0,0.0576600000000003,
2018-03-27 00:00:00+00:00,0.77474,0.77576,0.7675,0.76777,0.77474,0.77486,0,hold,0.0,0,0.0576600000000003,
2018-03-28 00:00:00+00:00,0.76776,0.77024,0.76534,0.76633,0.76776,0.76815,0,hold,0.0,0,0.0576600000000003,
2018-03-29 00:00:00+00:00,0.76591,0.76895,0.76428,0.76784,0.76591,0.76641,0,hold,0.0,0,0.0576600000000003,
2018-03-30 00:00:00+00:00,0.7676,0.77065,0.76719,0.76802,0.7676,0.76793,0,hold,0.0,0,0.0576600000000003,
2018-04-02 00:00:00+00:00,0.76861,0.7695,0.76496,0.76611,0.76861,0.76964,0,hold,0.0,0,0.0576600000000003,
2018-04-03 00:00:00+00:00,0.76602,0.77069,0.76519,0.76844,0.76602,0.76654,0,hold,0.0,0,0.0576600000000003,
2018-04-04 00:00:00+00:00,0.76829,0.77213,0.76628,0.7716,0.76829,0.76869,0,hold,0.0,0,0.0576600000000003,
2018-04-05 00:00:00+00:00,0.77141,0.77263,0.7674,0.76852,0.77141,0.7718,1,buy,1.0,0,0.0576600000000003,0.7718
2018-04-06 00:00:00+00:00,0.76811,0.76995,0.76576,0.76747,0.76811,0.76863,0,close long,0.0,-0.003890000000000082,0.05377000000000022,0.76811
2018-04-09 00:00:00+00:00,0.76787,0.77111,0.76522,0.77008,0.76787,0.76824,0,hold,0.0,0,0.05377000000000022,
2018-04-10 00:00:00+00:00,0.76948,0.7768,0.76936,0.7762,0.76948,0.77,0,hold,0.0,0,0.05377000000000022,
2018-04-11 00:00:00+00:00,0.77593,0.77728,0.77396,0.7756,0.77593,0.77632,0,hold,0.0,0,0.05377000000000022,
2018-04-12 00:00:00+00:00,0.77499,0.77715,0.77381,0.77551,0.77499,0.77551,0,hold,0.0,0,0.05377000000000022,
2018-04-13 00:00:00+00:00,0.77515,0.78098,0.77508,0.77609,0.77515,0.77567,0,hold,0.0,0,0.05377000000000022,
2018-04-16 00:00:00+00:00,0.77673,0.77834,0.77522,0.7781,0.77673,0.77717,0,hold,0.0,0,0.05377000000000022,
2018-04-17 00:00:00+00:00,0.77782,0.77914,0.77602,0.77687,0.77782,0.77831,0,hold,0.0,0,0.05377000000000022,
2018-04-18 00:00:00+00:00,0.77626,0.77977,0.77443,0.77831,0.77626,0.77678,0,hold,0.0,0,0.05377000000000022,
2018-04-19 00:00:00+00:00,0.77824,0.78129,0.7719,0.77287,0.77824,0.77855,0,hold,0.0,0,0.05377000000000022,
2018-04-20 00:00:00+00:00,0.77278,0.77317,0.76553,0.76687,0.77278,0.77327,-1,short,-1.0,0,0.05377000000000022,0.77278
2018-04-23 00:00:00+00:00,0.7667,0.76827,0.75995,0.76042,0.7667,0.768,0,close short,0.0,0.004580000000000007,0.05835000000000023,0.768
2018-04-24 00:00:00+00:00,0.76041,0.76208,0.75767,0.76031,0.76041,0.76059,0,hold,0.0,0,0.05835000000000023,
2018-04-25 00:00:00+00:00,0.76024,0.76061,0.7552,0.75643,0.76024,0.7605,0,hold,0.0,0,0.05835000000000023,
2018-04-26 00:00:00+00:00,0.75638,0.75889,0.7547,0.75522,0.75638,0.75659,0,hold,0.0,0,0.05835000000000023,
2018-04-27 00:00:00+00:00,0.75528,0.75839,0.7532,0.75813,0.75528,0.75558,0,hold,0.0,0,0.05835000000000023,
2018-04-30 00:00:00+00:00,0.75762,0.75822,0.75253,0.75296,0.75762,0.75788,0,hold,0.0,0,0.05835000000000023,
2018-05-01 00:00:00+00:00,0.75284,0.75464,0.74725,0.74883,0.75284,0.75332,0,hold,0.0,0,0.05835000000000023,
2018-05-02 00:00:00+00:00,0.74883,0.75373,0.74755,0.74923,0.74883,0.7492,0,hold,0.0,0,0.05835000000000023,
2018-05-03 00:00:00+00:00,0.74916,0.75429,0.74854,0.75319,0.74916,0.74963,0,hold,0.0,0,0.05835000000000023,
2018-05-04 00:00:00+00:00,0.75301,0.75606,0.74921,0.75385,0.75301,0.7533,0,hold,0.0,0,0.05835000000000023,
2018-05-07 00:00:00+00:00,0.7541,0.7543,0.74931,0.75165,0.7541,0.75436,0,hold,0.0,0,0.05835000000000023,
2018-05-08 00:00:00+00:00,0.75111,0.7528,0.74338,0.74521,0.75111,0.75242,0,hold,0.0,0,0.05835000000000023,
2018-05-09 00:00:00+00:00,0.7451,0.74726,0.74124,0.74593,0.7451,0.74587,0,hold,0.0,0,0.05835000000000023,
2018-05-10 00:00:00+00:00,0.74528,0.75397,0.74494,0.75337,0.74528,0.74628,1,buy,1.0,0,0.05835000000000023,0.74628
2018-05-11 00:00:00+00:00,0.75293,0.75669,0.75225,0.75417,0.75293,0.75345,0,close long,0.0,0.006449999999999934,0.06480000000000016,0.75293
2018-05-14 00:00:00+00:00,0.75403,0.7565,0.75248,0.75252,0.75403,0.75468,0,hold,0.0,0,0.06480000000000016,
2018-05-15 00:00:00+00:00,0.75231,0.75376,0.74478,0.74721,0.75231,0.753,0,hold,0.0,0,0.06480000000000016,
2018-05-16 00:00:00+00:00,0.74681,0.7523,0.74471,0.75151,0.74681,0.74746,0,hold,0.0,0,0.06480000000000016,
2018-05-17 00:00:00+00:00,0.75148,0.75476,0.74978,0.75097,0.75148,0.75173,0,hold,0.0,0,0.06480000000000016,
2018-05-18 00:00:00+00:00,0.75083,0.75281,0.74884,0.75126,0.75083,0.75146,0,hold,0.0,0,0.06480000000000016,
2018-05-21 00:00:00+00:00,0.752,0.75864,0.75029,0.75823,0.752,0.75248,0,hold,0.0,0,0.06480000000000016,
2018-05-22 00:00:00+00:00,0.75787,0.76054,0.75661,0.75773,0.75787,0.75845,0,hold,0.0,0,0.06480000000000016,
2018-05-23 00:00:00+00:00,0.75737,0.75827,0.75225,0.75588,0.75737,0.75783,0,hold,0.0,0,0.06480000000000016,
2018-05-24 00:00:00+00:00,0.7557,0.75827,0.75421,0.75769,0.7557,0.7563,0,hold,0.0,0,0.06480000000000016,
2018-05-25 00:00:00+00:00,0.75732,0.75901,0.75427,0.75462,0.75732,0.75777,0,hold,0.0,0,0.06480000000000016,
2018-05-28 00:00:00+00:00,0.75595,0.7581,0.75394,0.75444,0.75595,0.7561,0,hold,0.0,0,0.06480000000000016,
2018-05-29 00:00:00+00:00,0.75434,0.75527,0.7498,0.75056,0.75434,0.75486,-1,short,-1.0,0,0.06480000000000016,0.75434
2018-05-30 00:00:00+00:00,0.75042,0.75839,0.74761,0.75776,0.75042,0.75061,0,close short,0.0,0.003530000000000011,0.06833000000000017,0.75061
2018-05-31 00:00:00+00:00,0.75714,0.75931,0.75527,0.75677,0.75714,0.75814,0,hold,0.0,0,0.06833000000000017,
2018-06-01 00:00:00+00:00,0.75668,0.75732,0.75138,0.75674,0.75668,0.7569,0,hold,0.0,0,0.06833000000000017,
